"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"3616773","12679523","980861.java","selected","150","159","2583640.java","selected","33","42","24","3","0.7","0.811594202898551"
"1366219","1533478","892047.java","selected","45","52","1740323.java","selected","79","86","39","3","0.75","0.931818181818182"
"48482","59363","127497.java","default","61","117","61177.java","default","61","122","36","3","0.753846153846154","0.792576419213974"
"2332","154176","102602.java","default","235","243","75101.java","default","343","349","31","3","0.777777777777778","0.873015873015873"
"4671832","7962427","1210265.java","selected","25","41","1334850.java","selected","31","45","18","3","0.705882352941176","0.66"
"4106017","4106018","1392470.java","selected","71","86","1392470.java","selected","93","110","42","3","0.789473684210526","0.860262008733624"
"17883770","18712047","1578910.java","selected","543","552","844874.java","selected","31","39","41","3","0.833333333333333","0.841463414634146"
"11270029","18196836","2617041.java","selected","46","65","1994958.java","selected","46","65","42","3","0.85","0.885416666666667"
"117149","147918","38786.java","default","61","117","110486.java","default","63","112","36","3","0.8","0.7117903930131"
"2315719","19654781","1833863.java","selected","95","103","918764.java","selected","17","25","13","3","0.7","0.805194805194805"
"6982182","21777343","1706233.java","selected","487","495","2543412.java","selected","222","230","41","3","0.727272727272727","0.938775510204082"
"9210368","16677102","552581.java","selected","79","87","273852.java","selected","891","898","13","3","0.7","0.861111111111111"
"110360","8766039","58352.java","default","22","24","412096.java","selected","9","11","20","3","0.8","0.914285714285714"
"49531","660105","95453.java","default","22","24","113690.java","default","24","26","20","3","0.8","0.941176470588235"
"7839340","23677156","1132772.java","selected","48","55","ShuffleArrayInPlace.java","sample","34","48","13","3","0.727272727272727","0.843373493975904"
"7836028","19045549","1470257.java","selected","232","241","2470676.java","selected","124","133","24","3","0.8","0.886792452830189"
"927501","6494291","20528.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"7715939","16882119","6519.java","selected","189","193","2060290.java","selected","275","279","33","3","0.8","0.914285714285714"
"10228159","16566113","2710516.java","selected","215","223","687849.java","selected","531","540","41","3","0.75","0.853658536585366"
"928484","11298700","39843.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"1874752","15277533","2140448.java","selected","70","79","1490073.java","selected","65","73","23","3","0.727272727272727","0.793103448275862"
"2062674","8704581","2094874.java","selected","169","176","366521.java","selected","61","67","23","3","0.75","0.850467289719626"
"831611","7849131","103548.java","default","22","24","2080776.java","selected","9","11","20","3","0.8","0.942857142857143"
"714206","11298700","56541.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"561941","801665","28101.java","default","19","135","6854.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"2723889","10228159","2037851.java","selected","59","69","2710516.java","selected","215","223","41","3","0.769230769230769","0.806818181818182"
"161939","374432","100072.java","default","46","54","106331.java","default","83","91","39","3","0.888888888888889","0.981481481481482"
"461258","890226","4977.java","default","25","66","64631.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"3353836","20609903","45530.java","selected","107","116","1527985.java","selected","553","562","41","3","0.75","0.657407407407407"
"6842292","17122360","994733.java","selected","242","250","1119884.java","selected","577","585","41","3","0.727272727272727","0.826530612244898"
"512227","11298700","31722.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"216509","18306140","89783.java","default","16","22","2738010.java","selected","551","558","41","3","0.7","0.903225806451613"
"15845539","18670726","2114402.java","selected","119","128","2164331.java","selected","347","356","24","3","0.7","0.774193548387097"
"820539","6234218","2976.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"139734","139739","37159.java","default","527","556","37159.java","default","569","600","31","3","0.870967741935484","0.878306878306878"
"574106","8766039","135212.java","default","22","24","412096.java","selected","9","11","20","3","0.8","0.914285714285714"
"8704581","15998751","366521.java","selected","61","67","1885362.java","selected","42","49","23","3","0.75","0.850467289719626"
"7911954","15998749","1475086.java","selected","21","27","1885362.java","selected","15","22","23","3","0.75","0.792079207920792"
"413525","23677214","22340.java","default","173","178","DeleteFolderRecursively.java","sample","11","17","39","3","0.714285714285714","0.928571428571429"
"81754","7635628","22842.java","default","27","37","1939092.java","selected","16","27","7","3","0.714285714285714","0.848484848484849"
"48482","117806","127497.java","default","61","117","88523.java","default","61","122","36","3","0.753846153846154","0.792576419213974"
"1229100","17468722","849403.java","selected","418","427","2485419.java","selected","233","241","41","3","0.833333333333333","0.841463414634146"
"255647","458548","37682.java","default","5","7","10482.java","default","22","24","20","3","0.8","0.970588235294118"
"241851","6234218","40123.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"4630754","14504867","932718.java","selected","85","95","963841.java","selected","58","68","41","3","0.769230769230769","0.902912621359223"
"911774","22324341","99468.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"338304","834100","91894.java","default","290","297","120808.java","default","216","223","39","3","0.888888888888889","0.981132075471698"
"820539","23596438","2976.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"4825983","18257889","100172.java","selected","1171","1180","2278603.java","selected","194","203","41","3","0.75","0.650485436893204"
"6631509","6631513","1667191.java","selected","230","237","1667191.java","selected","373","380","24","3","0.875","0.897959183673469"
"12849793","13983500","1440276.java","selected","162","170","93785.java","selected","150","158","41","3","0.727272727272727","0.929292929292929"
"8704580","23414974","366521.java","selected","44","50","2339104.java","selected","22","27","23","3","0.714285714285714","0.905882352941176"
"939305","22324341","76273.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"5454931","6977631","34946.java","selected","263","268","2490913.java","selected","402","408","23","3","0.777777777777778","0.902173913043478"
"9762195","20603727","1848473.java","selected","66","74","16259.java","selected","35","43","41","3","0.727272727272727","0.71875"
"18712047","20762045","844874.java","selected","31","39","868705.java","selected","425","434","41","3","0.833333333333333","0.841463414634146"
"694024","6494291","62476.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"16440905","16440953","970915.java","selected","459","470","970915.java","selected","1078","1089","41","3","0.857142857142857","0.968253968253968"
"19654781","19654783","918764.java","selected","17","25","918764.java","selected","37","45","13","3","0.8","0.9375"
"18515107","21183100","1140734.java","selected","433","455","1437552.java","selected","473","500","23","3","0.793103448275862","0.798319327731092"
"1357747","1760180","420047.java","selected","148","155","62556.java","selected","83","90","23","3","0.777777777777778","0.95959595959596"
"49531","8766039","95453.java","default","22","24","412096.java","selected","9","11","20","3","0.8","0.914285714285714"
"6982182","15405473","1706233.java","selected","487","495","535284.java","selected","170","179","41","3","0.833333333333333","0.863636363636364"
"3837844","8182888","271253.java","selected","146","153","615216.java","selected","349","356","41","3","0.7","0.788732394366197"
"115582","116074","30382.java","default","63","112","52894.java","default","61","117","36","3","0.8","0.7117903930131"
"10228159","15131771","2710516.java","selected","215","223","115180.java","selected","377","386","41","3","0.75","0.853658536585366"
"308595","8766039","37647.java","default","22","24","412096.java","selected","9","11","20","3","0.8","0.914285714285714"
"434758","821798","127161.java","default","132","140","115527.java","default","46","54","39","3","0.888888888888889","0.981481481481482"
"567927","660105","130655.java","default","22","24","113690.java","default","24","26","20","3","0.8","0.941176470588235"
"10296435","11531231","313018.java","selected","164","172","936842.java","selected","256","263","24","3","0.777777777777778","0.728813559322034"
"2537400","5079997","2730348.java","selected","266","274","1814816.java","selected","463","471","41","3","0.818181818181818","0.96039603960396"
"564228","23185464","45331.java","default","7","25","1058948.java","selected","9","29","42","3","0.714285714285714","0.88"
"15911781","19389536","1372864.java","selected","426","435","1896417.java","selected","27","35","41","3","0.75","0.817073170731707"
"23677134","23677142","BubbleSort.java","sample","21","37","BubbleSort.java","sample","165","181","7","3","0.882352941176471","0.981981981981982"
"299389","6494291","113986.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"3416138","12822974","1475283.java","selected","313","318","596111.java","selected","72","77","23","3","0.75","0.964285714285714"
"9019939","10637999","1062090.java","selected","127","137","1051350.java","selected","86","96","41","3","0.846153846153846","0.922330097087379"
"1936695","6328532","1109516.java","selected","143","153","2742293.java","selected","166","176","41","3","0.769230769230769","0.92156862745098"
"2413963","21884793","1778122.java","selected","138","147","515120.java","selected","1754","1762","41","3","0.833333333333333","0.882882882882883"
"21273055","21273060","665194.java","selected","607","652","665194.java","selected","777","814","7","3","0.777777777777778","0.779017857142857"
"5676","46804","17532.java","default","61","122","54665.java","default","63","112","36","3","0.723076923076923","0.707423580786026"
"2307487","3283992","890744.java","selected","1067","1074","2605626.java","selected","1061","1068","41","3","0.75","0.974358974358974"
"6138230","19654783","1718226.java","selected","76","84","918764.java","selected","37","45","13","3","0.8","0.8"
"21192","131242","74770.java","default","61","122","135803.java","default","61","117","36","3","0.753846153846154","0.792576419213974"
"17122360","21777343","1119884.java","selected","577","585","2543412.java","selected","222","230","41","3","0.818181818181818","0.826530612244898"
"3324262","4133428","594135.java","selected","210","218","1090867.java","selected","542","551","41","3","0.833333333333333","0.841463414634146"
"59328","169124","54039.java","default","294","308","53513.java","default","205","221","31","3","0.722222222222222","0.757396449704142"
"76607","561941","81694.java","default","24","125","28101.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"12267275","16775310","2042278.java","selected","160","169","298374.java","selected","269","278","24","3","0.7","0.634920634920635"
"7436917","16380022","421582.java","selected","103","111","2159649.java","selected","28","36","13","3","0.7","0.914285714285714"
"46804","51282","54665.java","default","63","112","106959.java","default","61","122","36","3","0.723076923076923","0.707423580786026"
"2874892","8842301","2543450.java","selected","78","88","2419115.java","selected","27","36","24","3","0.727272727272727","0.892857142857143"
"986109","12335352","2364886.java","selected","1221","1229","240671.java","selected","787","795","41","3","0.818181818181818","0.96969696969697"
"741289","11298700","123634.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"15064","1313371","42085.java","default","58","69","2454556.java","selected","20","30","13","3","0.8","0.880733944954128"
"14499002","16536090","1689589.java","selected","906","916","1734265.java","selected","73","83","41","3","0.769230769230769","0.951456310679612"
"5079997","13983500","1814816.java","selected","463","471","93785.java","selected","150","158","41","3","0.727272727272727","0.910891089108911"
"53204","135138","15603.java","default","24","26","24290.java","default","22","24","20","3","0.8","0.941176470588235"
"15845539","16774111","2114402.java","selected","119","128","2482020.java","selected","290","298","24","3","0.7","0.852459016393443"
"12962394","14009710","1821592.java","selected","891","898","2702525.java","selected","70","78","13","3","0.7","0.861111111111111"
"526734","801665","81983.java","default","18","134","6854.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"5454931","12822974","34946.java","selected","263","268","596111.java","selected","72","77","23","3","0.75","0.964285714285714"
"17122360","17663965","1119884.java","selected","577","585","2557108.java","selected","29","37","41","3","0.727272727272727","0.826530612244898"
"6517610","15131771","209583.java","selected","209","217","115180.java","selected","377","386","41","3","0.833333333333333","0.841463414634146"
"10641420","22567360","2057480.java","selected","80","87","84634.java","selected","87","94","23","3","0.75","0.923913043478261"
"8952244","20691201","2337186.java","selected","162","178","1021772.java","selected","14","30","24","3","0.764705882352941","0.9"
"2474379","8868514","2560459.java","selected","67","72","584246.java","selected","272","278","23","3","0.714285714285714","0.905882352941176"
"518706","11298700","21403.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"10598170","20181656","13733.java","selected","64","76","1575844.java","selected","803","814","7","3","0.733333333333333","0.808695652173913"
"628780","855132","56554.java","default","46","54","108143.java","default","83","91","39","3","0.888888888888889","0.981481481481482"
"4630753","10637999","932718.java","selected","73","83","1051350.java","selected","86","96","41","3","0.769230769230769","0.922330097087379"
"12849793","20644778","1440276.java","selected","162","170","2604410.java","selected","463","471","41","3","0.727272727272727","0.97029702970297"
"710361","719299","103630.java","default","8","22","106485.java","default","8","23","45","3","0.705882352941176","0.862595419847328"
"23677196","23677198","FileChooser.java","sample","38","65","FileChooser.java","sample","96","123","31","3","0.894736842105263","0.965217391304348"
"550310","767735","1604.java","default","24","125","119198.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"801169","3989355","36610.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"9210368","12962394","552581.java","selected","79","87","1821592.java","selected","891","898","13","3","0.7","0.861111111111111"
"217750","22324341","34939.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"155209","634190","65246.java","default","22","24","107006.java","default","20","22","20","3","0.8","0.970588235294118"
"12132058","19045549","1880468.java","selected","211","221","2470676.java","selected","124","133","24","3","0.727272727272727","0.7"
"2451218","16677102","662269.java","selected","77","85","273852.java","selected","891","898","13","3","0.7","0.861111111111111"
"541801","11298700","17076.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"395956","750411","69501.java","default","9","26","75622.java","default","8","26","45","3","0.7","0.832258064516129"
"117806","147918","88523.java","default","61","122","110486.java","default","63","112","36","3","0.738461538461539","0.707423580786026"
"13618611","21109744","2703818.java","selected","838","855","1715487.java","selected","367","384","24","3","0.888888888888889","0.964539007092199"
"9466324","9466326","1665475.java","selected","546","558","1665475.java","selected","577","589","41","3","0.857142857142857","0.986577181208054"
"670345","3989355","549.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"244233","6494291","68789.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"1494474","17561649","2372304.java","selected","98","111","729859.java","selected","125","138","23","3","0.714285714285714","0.90625"
"4031802","18712047","1017245.java","selected","428","437","844874.java","selected","31","39","41","3","0.833333333333333","0.841463414634146"
"598483","742572","109894.java","default","57","80","106460.java","default","18","49","10","3","0.75","0.707317073170732"
"14024","845967","120570.java","default","24","125","127473.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"6328532","6689657","2742293.java","selected","166","176","551360.java","selected","627","637","41","3","0.846153846153846","0.941176470588235"
"12335351","19560450","240671.java","selected","771","779","395317.java","selected","124","132","41","3","0.818181818181818","0.96969696969697"
"98184","356214","99495.java","default","24","125","71444.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"224087","6234218","59549.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"265214","580527","49637.java","default","18","44","51911.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"4721884","14779144","2417484.java","selected","265","274","1006039.java","selected","165","175","24","3","0.727272727272727","0.555555555555556"
"157746","22324341","59849.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"207271","23596438","35785.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"6138230","7839341","1718226.java","selected","76","84","1132772.java","selected","63","70","13","3","0.7","0.861111111111111"
"2725289","5406874","2158829.java","selected","31","40","2732883.java","selected","106","114","41","3","0.75","0.756302521008403"
"216509","11719424","89783.java","default","16","22","957171.java","selected","540","547","41","3","0.7","0.903225806451613"
"17704409","21420091","957763.java","selected","913","922","1812318.java","selected","425","434","41","3","0.75","0.802197802197802"
"21273051","21273059","665194.java","selected","487","510","665194.java","selected","751","775","7","3","0.892857142857143","0.928888888888889"
"14846","116074","127805.java","default","63","112","52894.java","default","61","117","36","3","0.8","0.7117903930131"
"20328639","20328640","1752902.java","selected","166","176","1752902.java","selected","178","188","13","3","0.833333333333333","0.975"
"15730395","17122360","1268821.java","selected","193","201","1119884.java","selected","577","585","41","3","0.727272727272727","0.818181818181818"
"563744","6234218","45206.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"17468722","19389536","2485419.java","selected","233","241","1896417.java","selected","27","35","41","3","0.727272727272727","0.780487804878049"
"10031370","21284074","1638888.java","selected","7","18","949275.java","selected","29","41","12","3","0.714285714285714","0.805194805194805"
"2168607","2168610","180318.java","selected","55","91","180318.java","selected","173","206","10","3","0.868421052631579","0.874125874125874"
"10303828","10972333","1666727.java","selected","206","211","93041.java","selected","639","644","23","3","0.875","0.976470588235294"
"154062","818830","119716.java","default","19","135","62004.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"111978","6234218","78674.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"7849131","8766039","2080776.java","selected","9","11","412096.java","selected","9","11","20","3","0.8","0.971428571428571"
"546906","6494291","10736.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"789019","4328783","15826.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"149842","418058","46472.java","default","216","223","51983.java","default","124","131","39","3","0.888888888888889","0.981132075471698"
"5652166","14598564","2312307.java","selected","325","335","1542784.java","selected","98","108","41","3","0.769230769230769","0.970873786407767"
"115582","117806","30382.java","default","63","112","88523.java","default","61","122","36","3","0.738461538461539","0.707423580786026"
"19987055","21498404","183896.java","selected","65","73","1911150.java","selected","187","196","41","3","0.75","0.778947368421053"
"927501","3989355","20528.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"946511","11298700","91574.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"207292","255647","135130.java","default","22","24","37682.java","default","5","7","20","3","0.8","0.970588235294118"
"3616770","10296435","980861.java","selected","114","123","313018.java","selected","164","172","24","3","0.7","0.803030303030303"
"986109","19560450","2364886.java","selected","1221","1229","395317.java","selected","124","132","41","3","0.727272727272727","0.94949494949495"
"13614426","17704409","526365.java","selected","543","552","957763.java","selected","913","922","41","3","0.75","0.802197802197802"
"539004","606579","13934.java","default","96","104","92221.java","default","101","109","41","3","0.727272727272727","0.888888888888889"
"567927","17331818","130655.java","default","22","24","256969.java","selected","16","18","20","3","0.8","0.942857142857143"
"396828","11298700","81946.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"7911954","11028375","1475086.java","selected","21","27","2521145.java","selected","301","307","23","3","0.857142857142857","0.841584158415842"
"10732","3989355","102943.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"986109","5236784","2364886.java","selected","1221","1229","1202455.java","selected","7","15","41","3","0.818181818181818","0.95959595959596"
"11184909","13620417","1499680.java","selected","32","45","2645497.java","selected","255","266","24","3","0.714285714285714","0.839506172839506"
"858382","22324341","29950.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"646740","4328783","103574.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"858382","23596438","29950.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"461258","526736","4977.java","default","25","66","12121.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"458999","937056","111983.java","default","26","62","118413.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"2332","216274","102602.java","default","235","243","112293.java","default","384","390","31","3","0.777777777777778","0.873015873015873"
"400358","406587","67282.java","default","83","91","61252.java","default","46","54","39","3","0.888888888888889","0.981481481481482"
"21273053","21273055","665194.java","selected","537","570","665194.java","selected","607","652","7","3","0.722222222222222","0.678571428571429"
"9514","729334","56276.java","default","25","66","64310.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"245665","4328783","46050.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"606579","9346447","92221.java","default","101","109","2453374.java","selected","143","151","41","3","0.727272727272727","0.888888888888889"
"53204","670847","15603.java","default","24","26","114036.java","default","22","24","20","3","0.8","0.941176470588235"
"6409829","16536091","860471.java","selected","73","83","1734265.java","selected","85","95","41","3","0.846153846153846","0.961165048543689"
"461151","22324341","98860.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"6938966","23677155","1999677.java","selected","7","15","ShuffleArrayInPlace.java","sample","16","32","13","3","0.75","0.772727272727273"
"149672","495678","128330.java","default","8","25","28794.java","default","9","28","45","3","0.8","0.838509316770186"
"298517","11298700","120094.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"165762","537782","91569.java","default","19","135","132654.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"189986","598483","9310.java","default","18","44","109894.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"1666041","6689657","2296687.java","selected","92","102","551360.java","selected","627","637","41","3","0.846153846153846","0.950980392156863"
"812840","6494291","16496.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"3616770","4721884","980861.java","selected","114","123","2417484.java","selected","265","274","24","3","0.8","0.688888888888889"
"3814208","4328783","2560904.java","selected","35","39","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"193560","22324341","95950.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"3616770","12267275","980861.java","selected","114","123","2042278.java","selected","160","169","24","3","0.7","0.666666666666667"
"19654780","23677156","918764.java","selected","7","15","ShuffleArrayInPlace.java","sample","34","48","13","3","0.818181818181818","0.91566265060241"
"936424","6494291","53567.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"245913","519360","1396.java","default","25","66","38977.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"23677136","23677144","BubbleSort.java","sample","57","73","BubbleSort.java","sample","201","217","7","3","0.882352941176471","0.981981981981982"
"2204402","12267275","555015.java","selected","687","697","2042278.java","selected","160","169","24","3","0.727272727272727","0.482352941176471"
"1789229","1789233","2379660.java","selected","68","84","2379660.java","selected","140","156","14","3","0.833333333333333","0.915254237288136"
"147525","301956","66111.java","default","8","26","73701.java","default","9","28","45","3","0.7","0.891025641025641"
"1954654","1954656","2364940.java","selected","20","26","2364940.java","selected","45","51","19","3","0.857142857142857","0.933333333333333"
"12267275","14631177","2042278.java","selected","160","169","2494793.java","selected","140","151","24","3","0.833333333333333","0.75"
"6517610","19987055","209583.java","selected","209","217","183896.java","selected","65","73","41","3","0.727272727272727","0.933333333333333"
"18688917","22116692","729493.java","selected","14","18","2213286.java","selected","61","65","33","3","0.8","0.75"
"379080","6234218","104755.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"1760180","15549036","62556.java","selected","83","90","2577087.java","selected","41","49","23","3","0.8","0.940594059405941"
"18712047","21433001","844874.java","selected","31","39","1316903.java","selected","435","444","41","3","0.833333333333333","0.841463414634146"
"80861","23596438","62142.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"3353836","18257889","45530.java","selected","107","116","2278603.java","selected","194","203","41","3","0.75","0.740740740740741"
"207292","15910370","135130.java","default","22","24","1798809.java","selected","44","46","20","3","0.8","0.911764705882353"
"519360","921626","38977.java","default","26","62","45706.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"76607","845967","81694.java","default","24","125","127473.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"18257889","19373644","2278603.java","selected","194","203","2587973.java","selected","426","435","41","3","0.75","0.650485436893204"
"53204","307528","15603.java","default","24","26","48270.java","default","22","24","20","3","0.8","0.941176470588235"
"80963","833767","4342.java","default","46","54","57143.java","default","83","91","39","3","0.888888888888889","0.981481481481482"
"15595626","15595627","2520773.java","selected","169","177","2520773.java","selected","179","186","41","3","0.75","0.885964912280702"
"147668","6234218","80028.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"6517610","13811176","209583.java","selected","209","217","1880284.java","selected","382","391","41","3","0.833333333333333","0.841463414634146"
"939305","23596438","76273.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"1936695","6689657","1109516.java","selected","143","153","551360.java","selected","627","637","41","3","0.769230769230769","0.92156862745098"
"5406874","23677220","2732883.java","selected","106","114","TransposeMatrix.java","sample","4","12","41","3","0.727272727272727","0.888888888888889"
"5454931","21163435","34946.java","selected","263","268","2671715.java","selected","603","608","23","3","0.875","0.954022988505747"
"5540460","6322228","1032182.java","selected","73","91","843950.java","selected","9","27","42","3","0.894736842105263","0.950354609929078"
"493860","7849131","40946.java","default","22","24","2080776.java","selected","9","11","20","3","0.8","0.942857142857143"
"147668","22324341","80028.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"3291256","3626532","566061.java","selected","143","163","1817485.java","selected","102","130","43","3","0.7","0.781395348837209"
"776780","4328783","116591.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"187828","22324341","82373.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"513246","4328783","128215.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"22683","280465","21199.java","default","655","795","28484.java","default","284","443","34","3","0.757225433526012","0.85934360348292"
"14902624","20006825","377464.java","selected","172","181","1563059.java","selected","7","16","23","3","0.727272727272727","0.838709677419355"
"18257889","20762045","2278603.java","selected","194","203","868705.java","selected","425","434","41","3","0.75","0.650485436893204"
"986079","2537400","2364886.java","selected","517","525","2730348.java","selected","266","274","41","3","0.818181818181818","0.959183673469388"
"8227164","23677137","372059.java","selected","33","47","BubbleSort.java","sample","75","91","7","3","0.8125","0.92"
"113681","144769","15247.java","default","57","80","135319.java","default","18","44","10","3","0.888888888888889","0.878787878787879"
"17122360","20603727","1119884.java","selected","577","585","16259.java","selected","35","43","41","3","0.727272727272727","0.822916666666667"
"50918","356561","39413.java","default","290","297","134537.java","default","216","223","39","3","0.888888888888889","0.981132075471698"
"7467573","15821142","456237.java","selected","39","97","1760795.java","selected","40","95","41","3","0.805970149253731","0.9064039408867"
"986109","12849793","2364886.java","selected","1221","1229","1440276.java","selected","162","170","41","3","0.818181818181818","0.95959595959596"
"11440870","18712047","2274744.java","selected","413","422","844874.java","selected","31","39","41","3","0.833333333333333","0.841463414634146"
"4721884","19164864","2417484.java","selected","265","274","2480556.java","selected","159","168","24","3","0.8","0.488888888888889"
"495678","744497","28794.java","default","9","28","110908.java","default","8","29","45","3","0.863636363636364","0.885714285714286"
