"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"986109","5079997","2364886.java","selected","1221","1229","1814816.java","selected","463","471","41","3","0.727272727272727","0.930693069306931"
"1906880","2177123","1320806.java","selected","187","227","1442549.java","selected","73","107","24","3","0.837209302325581","0.824175824175824"
"130683","145910","15356.java","default","208","245","110890.java","default","202","237","31","3","0.789473684210526","0.930555555555556"
"741289","6234218","123634.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"120778","6494291","70893.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"11719427","18257888","957171.java","selected","583","591","2278603.java","selected","185","192","41","3","0.727272727272727","0.827160493827161"
"539004","3353836","13934.java","default","96","104","45530.java","selected","107","116","41","3","0.75","0.851851851851852"
"17122360","23677220","1119884.java","selected","577","585","TransposeMatrix.java","sample","4","12","41","3","0.727272727272727","0.818181818181818"
"6719725","6719729","1648136.java","selected","162","173","1648136.java","selected","222","235","42","3","0.785714285714286","0.89622641509434"
"1968388","6151193","1514846.java","selected","23","31","2308223.java","selected","418","427","41","3","0.75","0.829268292682927"
"10781751","15911781","1733369.java","selected","27","35","1372864.java","selected","426","435","41","3","0.75","0.817073170731707"
"1466801","10844851","2095498.java","selected","249","261","292515.java","selected","40","50","41","3","0.733333333333333","0.857142857142857"
"2353890","6429432","2705414.java","selected","1209","1251","2216293.java","selected","338","388","41","3","0.745098039215686","0.979245283018868"
"1666041","6409829","2296687.java","selected","92","102","860471.java","selected","73","83","41","3","0.769230769230769","0.922330097087379"
"430406","864227","88233.java","default","18","44","97964.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"481375","23677135","6459.java","default","58","74","BubbleSort.java","sample","39","55","7","3","0.722222222222222","0.895238095238095"
"4673939","23675955","21906.java","selected","53","67","2475895.java","selected","228","243","24","3","0.75","0.757575757575758"
"216509","14321943","89783.java","default","16","22","39335.java","selected","335","342","41","3","0.7","0.903225806451613"
"801665","837155","6854.java","default","24","125","87617.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"7707971","13983500","1321014.java","selected","125","133","93785.java","selected","150","158","41","3","0.727272727272727","0.929292929292929"
"6409830","9019939","860471.java","selected","85","95","1062090.java","selected","127","137","41","3","0.769230769230769","0.893203883495146"
"859991","935624","44433.java","default","90","98","71042.java","default","46","54","39","3","0.888888888888889","0.981481481481482"
"741289","6494291","123634.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"222638","222640","104740.java","default","305","315","104740.java","default","339","351","31","3","0.857142857142857","0.844827586206897"
"21548455","23414974","2439312.java","selected","28","33","2339104.java","selected","22","27","23","3","0.833333333333333","0.927710843373494"
"815304","881801","131301.java","default","90","98","26064.java","default","46","54","39","3","0.888888888888889","0.981481481481482"
"6963063","20660203","1004029.java","selected","5","20","1728095.java","selected","5","20","7","3","0.842105263157895","0.94375"
"8640120","15765308","2022414.java","selected","91","101","737213.java","selected","189","200","24","3","0.833333333333333","0.679012345679012"
"3844626","5079997","2497703.java","selected","387","395","1814816.java","selected","463","471","41","3","0.727272727272727","0.95049504950495"
"10228159","11440870","2710516.java","selected","215","223","2274744.java","selected","413","422","41","3","0.75","0.853658536585366"
"265214","598483","49637.java","default","18","44","109894.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"245913","458999","1396.java","default","25","66","111983.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"539442","662293","70431.java","default","46","54","126833.java","default","90","98","39","3","0.888888888888889","0.981481481481482"
"3353836","4133428","45530.java","selected","107","116","1090867.java","selected","542","551","41","3","0.75","0.657407407407407"
"881839","6494291","125703.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"936424","6234218","53567.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"323284","7849131","58010.java","default","22","24","2080776.java","selected","9","11","20","3","0.8","0.942857142857143"
"7227330","23677133","97366.java","selected","40","56","BubbleSort.java","sample","3","19","7","3","0.722222222222222","0.75"
"4645945","4721884","2105296.java","selected","81","90","2417484.java","selected","265","274","24","3","0.7","0.533333333333333"
"80830","383960","48824.java","default","117","222","44688.java","default","160","251","30","3","0.863636363636364","0.887111111111111"
"725501","6494291","19891.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"8227164","23677135","372059.java","selected","33","47","BubbleSort.java","sample","39","55","7","3","0.8125","0.92"
"863588","11298700","51387.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"80963","434758","4342.java","default","46","54","127161.java","default","132","140","39","3","0.888888888888889","0.981481481481482"
"160205","4328783","14833.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"634190","660105","107006.java","default","20","22","113690.java","default","24","26","20","3","0.8","0.970588235294118"
"14631177","19045549","2494793.java","selected","140","151","2470676.java","selected","124","133","24","3","0.75","0.75"
"6429432","22713046","2216293.java","selected","338","388","1385666.java","selected","1195","1237","41","3","0.745098039215686","0.979245283018868"
"454857","22324341","44659.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"2622925","5776558","1965533.java","selected","281","298","1098325.java","selected","281","298","14","3","0.894736842105263","0.980392156862745"
"223969","646016","58395.java","default","57","80","31118.java","default","18","44","10","3","0.888888888888889","0.878787878787879"
"10844851","14617665","292515.java","selected","40","50","1818629.java","selected","297","307","41","3","0.769230769230769","0.941747572815534"
"3837844","11719424","271253.java","selected","146","153","957171.java","selected","540","547","41","3","0.7","0.788732394366197"
"14504867","17704409","963841.java","selected","58","68","957763.java","selected","913","922","41","3","0.769230769230769","0.811881188118812"
"986079","5079997","2364886.java","selected","517","525","1814816.java","selected","463","471","41","3","0.818181818181818","0.920792079207921"
"314561","6234218","46902.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"13295660","14598564","2474941.java","selected","486","496","1542784.java","selected","98","108","41","3","0.846153846153846","0.951456310679612"
"103277","6119301","86434.java","default","10","16","2704131.java","selected","507","513","20","3","0.857142857142857","0.974358974358974"
"11440870","19389536","2274744.java","selected","413","422","1896417.java","selected","27","35","41","3","0.75","0.817073170731707"
"154062","159787","119716.java","default","19","135","77900.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"144769","223969","135319.java","default","18","44","58395.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"9019939","14731799","1062090.java","selected","127","137","1921563.java","selected","134","144","41","3","0.846153846153846","0.931372549019608"
"11400348","17619207","515081.java","selected","30","34","1219581.java","selected","653","657","41","3","0.875","0.969072164948454"
"3365958","8227164","12404.java","selected","62","76","372059.java","selected","33","47","7","3","0.8125","0.92"
"80554","374149","110001.java","default","26","62","77072.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"86878","117806","2890.java","default","63","112","88523.java","default","61","122","36","3","0.738461538461539","0.707423580786026"
"1494474","9639113","2372304.java","selected","98","111","1525190.java","selected","125","138","23","3","0.714285714285714","0.90625"
"2725289","7707971","2158829.java","selected","31","40","1321014.java","selected","125","133","41","3","0.75","0.739495798319328"
"748154","22324341","48890.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"49610","120114","29267.java","default","87","109","40028.java","default","54","76","36","3","0.826086956521739","0.887179487179487"
"165907","23596438","97910.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"2699043","21655926","2424712.java","selected","109","117","1322429.java","selected","988","997","41","3","0.833333333333333","0.841463414634146"
"8794510","23677135","1373509.java","selected","7","20","BubbleSort.java","sample","39","55","7","3","0.75","0.869158878504673"
"298517","3989355","120094.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"1968388","14313423","1514846.java","selected","23","31","179109.java","selected","336","344","41","3","0.727272727272727","0.695121951219512"
"4630754","13295660","932718.java","selected","85","95","2474941.java","selected","486","496","41","3","0.769230769230769","0.922330097087379"
"1968388","17883770","1514846.java","selected","23","31","1578910.java","selected","543","552","41","3","0.75","0.829268292682927"
"20603726","21777343","16259.java","selected","18","26","2543412.java","selected","222","230","41","3","0.727272727272727","0.928571428571429"
"437273","842876","65335.java","default","24","26","122409.java","default","22","24","20","3","0.8","0.941176470588235"
"5236784","15405473","1202455.java","selected","7","15","535284.java","selected","170","179","41","3","0.75","0.845454545454545"
"259443","23596438","21979.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"6322228","23185464","843950.java","selected","9","27","1058948.java","selected","9","29","42","3","0.714285714285714","0.88"
"80861","6494291","62142.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"59200","22324341","39091.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"695790","23596438","126563.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"755767","3989355","76701.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"6589981","7582861","2221389.java","selected","202","212","1818389.java","selected","284","294","23","3","0.727272727272727","0.907216494845361"
"2159455","10079208","92861.java","selected","191","198","1366996.java","selected","174","181","23","3","0.888888888888889","0.979591836734694"
"2332","154179","102602.java","default","235","243","75101.java","default","376","382","31","3","0.777777777777778","0.873015873015873"
"469341","22324341","135777.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"6328532","19685462","2742293.java","selected","166","176","1317195.java","selected","52","63","41","3","0.785714285714286","0.906542056074766"
"6882723","19389536","1857154.java","selected","199","210","1896417.java","selected","27","35","41","3","0.714285714285714","0.757281553398058"
"10781751","21655926","1733369.java","selected","27","35","1322429.java","selected","988","997","41","3","0.75","0.817073170731707"
"216509","18257888","89783.java","default","16","22","2278603.java","selected","185","192","41","3","0.7","0.666666666666667"
"9477765","23414974","2530570.java","selected","137","142","2339104.java","selected","22","27","23","3","0.833333333333333","0.927710843373494"
"6842292","17663965","994733.java","selected","242","250","2557108.java","selected","29","37","41","3","0.818181818181818","0.959183673469388"
"160205","23596438","14833.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"757697","820983","58183.java","default","1587","1694","92768.java","default","386","498","45","3","0.849557522123894","0.937713310580205"
"847423","23596438","100171.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"21940605","23020067","802711.java","selected","528","537","934360.java","selected","90","98","24","3","0.727272727272727","0.716981132075472"
"11892804","23677133","2467194.java","selected","201","216","BubbleSort.java","sample","3","19","7","3","0.764705882352941","0.893203883495146"
"163980","2850082","133849.java","default","8","21","2237182.java","selected","22","38","45","3","0.705882352941176","0.761194029850746"
"1561435","3264929","2465371.java","selected","108","117","1183324.java","selected","8","17","14","3","0.846153846153846","0.967741935483871"
"311166","6234218","12148.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"4645945","14489368","2105296.java","selected","81","90","1370230.java","selected","78","88","24","3","0.727272727272727","0.890909090909091"
"725501","22324341","19891.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"203113","4328783","96830.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"652690","6234218","45886.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"1920567","8359774","4280.java","selected","59","77","1962096.java","selected","51","69","7","3","0.85","0.951612903225806"
"353068","11298700","123780.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"46804","59363","54665.java","default","63","112","61177.java","default","61","122","36","3","0.723076923076923","0.707423580786026"
"628780","666046","56554.java","default","46","54","86093.java","default","169","177","39","3","0.888888888888889","0.981481481481482"
"526736","536035","12121.java","default","26","62","127894.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"271833","801665","14340.java","default","19","135","6854.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"13476","11298700","84326.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"224087","4328783","59549.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"820622","23596438","113166.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"5454931","10303828","34946.java","selected","263","268","1666727.java","selected","206","211","23","3","0.875","0.988095238095238"
"161939","689699","100072.java","default","46","54","2138.java","default","83","91","39","3","0.888888888888889","0.981481481481482"
"266571","864227","64671.java","default","18","44","97964.java","default","57","80","10","3","0.888888888888889","0.878787878787879"
"206984","757697","6489.java","default","733","843","58183.java","default","1587","1694","45","3","0.837837837837838","0.940350877192982"
"202151","6234218","57783.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"3210208","18712047","2309478.java","selected","51","59","844874.java","selected","31","39","41","3","0.727272727272727","0.89873417721519"
"9225969","23677139","1695775.java","selected","96","110","BubbleSort.java","sample","111","127","7","3","0.875","0.948979591836735"
"2996547","3148842","1404757.java","selected","26","98","2422221.java","selected","29","86","45","3","0.780821917808219","0.73792093704246"
"1357747","2159455","420047.java","selected","148","155","92861.java","selected","191","198","23","3","0.888888888888889","0.96969696969697"
"10750830","16743155","967523.java","selected","118","124","2557833.java","selected","167","172","23","3","0.714285714285714","0.864583333333333"
"23677122","23677127","FTP_ApacheCommonsNet_Samples.java","sample","11","16","FTP_ApacheCommonsNet_Samples.java","sample","47","53","6","3","0.714285714285714","0.892857142857143"
"5406874","13983500","2732883.java","selected","106","114","93785.java","selected","150","158","41","3","0.727272727272727","0.864583333333333"
"23677138","23677142","BubbleSort.java","sample","93","109","BubbleSort.java","sample","165","181","7","3","0.882352941176471","0.981981981981982"
"2413963","2537400","1778122.java","selected","138","147","2730348.java","selected","266","274","41","3","0.833333333333333","0.873873873873874"
"334118","3989355","57755.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"8704581","21939507","366521.java","selected","61","67","1919406.java","selected","56","61","23","3","0.714285714285714","0.92156862745098"
"6823","46804","106970.java","default","61","117","54665.java","default","63","112","36","3","0.8","0.768558951965066"
"45025","23677214","107650.java","default","173","178","DeleteFolderRecursively.java","sample","11","17","39","3","0.714285714285714","0.928571428571429"
"10972333","21163435","93041.java","selected","639","644","2671715.java","selected","603","608","23","3","0.875","0.954022988505747"
"193053","11298700","40097.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"725501","11298700","19891.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"16788","49611","50602.java","default","41","60","29267.java","default","115","137","36","3","0.826086956521739","0.87719298245614"
"1968388","4031802","1514846.java","selected","23","31","1017245.java","selected","428","437","41","3","0.75","0.829268292682927"
"8842301","12363968","2419115.java","selected","27","36","127373.java","selected","412","421","24","3","0.8","0.785714285714286"
"3618819","19389536","748535.java","selected","426","435","1896417.java","selected","27","35","41","3","0.75","0.829268292682927"
"3353836","21884793","45530.java","selected","107","116","515120.java","selected","1754","1762","41","3","0.75","0.851851851851852"
"60311","881801","80413.java","default","101","109","26064.java","default","46","54","39","3","0.888888888888889","0.981481481481482"
"487413","3989355","7413.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"3989355","6234218","1544827.java","selected","32","36","1859243.java","selected","12","16","20","3","0.857142857142857","0.930232558139535"
"7423625","13620416","2114878.java","selected","59","70","2645497.java","selected","239","250","24","3","0.75","0.848101265822785"
"10637999","14731799","1051350.java","selected","86","96","1921563.java","selected","134","144","41","3","0.846153846153846","0.951456310679612"
"34806","757635","8091.java","default","25","66","89049.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"189986","543575","9310.java","default","18","44","64845.java","default","18","49","10","3","0.84375","0.804878048780488"
"763710","9225969","102270.java","default","58","74","1695775.java","selected","96","110","7","3","0.777777777777778","0.895238095238095"
"6631513","15845539","1667191.java","selected","373","380","2114402.java","selected","119","128","24","3","0.7","0.763636363636364"
"4630753","9019939","932718.java","selected","73","83","1062090.java","selected","127","137","41","3","0.769230769230769","0.932038834951456"
"299389","11298700","113986.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"238320","11298700","39708.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"5406874","12849793","2732883.java","selected","106","114","1440276.java","selected","162","170","41","3","0.727272727272727","0.888888888888889"
"370547","22324341","53106.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"6842292","13983500","994733.java","selected","242","250","93785.java","selected","150","158","41","3","0.727272727272727","0.887755102040816"
"473026","23596438","117763.java","default","13","17","825906.java","selected","26","30","20","3","0.857142857142857","0.952380952380952"
"20603726","20603727","16259.java","selected","18","26","16259.java","selected","35","43","41","3","0.818181818181818","0.958333333333333"
"6631502","10296435","1667191.java","selected","86","93","313018.java","selected","164","172","24","3","0.777777777777778","0.677966101694915"
"821503","11298700","66539.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"8452131","8452132","1222008.java","selected","47","76","1222008.java","selected","78","104","6","3","0.833333333333333","0.84331797235023"
"217750","11298700","34939.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"23677195","23677197","FileChooser.java","sample","9","36","FileChooser.java","sample","67","94","31","3","0.894736842105263","0.965217391304348"
"245913","890226","1396.java","default","25","66","64631.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"81852","212116","136733.java","default","328","340","129946.java","default","349","361","31","3","0.888888888888889","0.829383886255924"
"246646","789472","23311.java","default","18","49","42899.java","default","57","80","10","3","0.75","0.707317073170732"
"436084","781484","71851.java","default","124","131","74079.java","default","216","223","39","3","0.888888888888889","0.981132075471698"
"3616770","14560249","980861.java","selected","114","123","709779.java","selected","81","90","24","3","0.8","0.681818181818182"
"986109","6842292","2364886.java","selected","1221","1229","994733.java","selected","242","250","41","3","0.818181818181818","0.939393939393939"
"13983500","19987055","93785.java","selected","150","158","183896.java","selected","65","73","41","3","0.727272727272727","0.75"
"1666041","14731799","2296687.java","selected","92","102","1921563.java","selected","134","144","41","3","0.846153846153846","0.96078431372549"
"3626532","4369544","1817485.java","selected","102","130","466677.java","selected","36","64","43","3","0.7","0.871111111111111"
"165907","6234218","97910.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"5676","131242","17532.java","default","61","122","135803.java","default","61","117","36","3","0.753846153846154","0.792576419213974"
"17704409","19373644","957763.java","selected","913","922","2587973.java","selected","426","435","41","3","0.75","0.802197802197802"
"3870229","15845539","178883.java","selected","18","26","2114402.java","selected","119","128","24","3","0.7","0.763636363636364"
"481375","23677139","6459.java","default","58","74","BubbleSort.java","sample","111","127","7","3","0.722222222222222","0.895238095238095"
"6328532","16536091","2742293.java","selected","166","176","1734265.java","selected","85","95","41","3","0.769230769230769","0.912621359223301"
"15006083","15141155","496129.java","selected","29","34","251674.java","selected","176","181","23","3","0.833333333333333","0.972222222222222"
"298517","6494291","120094.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"10781751","17468722","1733369.java","selected","27","35","2485419.java","selected","233","241","41","3","0.727272727272727","0.780487804878049"
"6631502","6631513","1667191.java","selected","86","93","1667191.java","selected","373","380","24","3","0.875","0.954545454545455"
"24381","271833","136233.java","default","24","125","14340.java","default","19","135","32","3","0.868217054263566","0.897940074906367"
"398939","474163","89288.java","default","101","211","123784.java","default","98","196","29","3","0.807692307692308","0.836772983114447"
"135138","634190","24290.java","default","22","24","107006.java","default","20","22","20","3","0.8","0.970588235294118"
"801887","22324341","32955.java","default","13","17","2196988.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"755767","4328783","76701.java","default","13","17","2721156.java","selected","22","26","20","3","0.857142857142857","0.976190476190476"
"3616770","15845539","980861.java","selected","114","123","2114402.java","selected","119","128","24","3","0.7","0.666666666666667"
"91670","92956","88126.java","default","63","112","29440.java","default","61","117","36","3","0.8","0.768558951965066"
"526734","656000","81983.java","default","18","134","98554.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"3353836","3618819","45530.java","selected","107","116","748535.java","selected","426","435","41","3","0.75","0.657407407407407"
"8704580","15194387","366521.java","selected","44","50","644987.java","selected","23","32","23","3","0.7","0.85"
"162020","818830","85997.java","default","18","134","62004.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"246646","727437","23311.java","default","18","49","12832.java","default","57","80","10","3","0.75","0.707317073170732"
"910479","11298700","53413.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"1760180","10079208","62556.java","selected","83","90","1366996.java","selected","174","181","23","3","0.888888888888889","0.969387755102041"
"6982182","13002069","1706233.java","selected","487","495","2098840.java","selected","75","83","41","3","0.818181818181818","0.959183673469388"
"17621069","17621071","1791798.java","selected","24","32","1791798.java","selected","44","52","13","3","0.8","0.973333333333333"
"541801","6234218","17076.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"881839","6234218","125703.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"1936695","18257889","1109516.java","selected","143","153","2278603.java","selected","194","203","41","3","0.769230769230769","0.776699029126214"
"2413962","9346447","1778122.java","selected","127","136","2453374.java","selected","143","151","41","3","0.75","0.855855855855856"
"14313423","19389536","179109.java","selected","336","344","1896417.java","selected","27","35","41","3","0.727272727272727","0.695121951219512"
"453142","1239587","106458.java","default","8","20","257575.java","selected","118","128","39","3","0.714285714285714","0.824175824175824"
"757635","921626","89049.java","default","26","62","45706.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"1968388","6882723","1514846.java","selected","23","31","1857154.java","selected","199","210","41","3","0.714285714285714","0.757281553398058"
"156839","156840","131044.java","default","39","51","131044.java","default","53","64","36","3","0.769230769230769","0.934782608695652"
"458548","17331818","10482.java","default","22","24","256969.java","selected","16","18","20","3","0.8","0.942857142857143"
"4630753","14499002","932718.java","selected","73","83","1689589.java","selected","906","916","41","3","0.769230769230769","0.951456310679612"
"6823","42892","106970.java","default","61","117","33357.java","default","63","112","36","3","0.8","0.7117903930131"
"271833","656000","14340.java","default","19","135","98554.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"136068","11298700","10993.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"7352931","23672254","843174.java","selected","20","28","2599757.java","selected","27","36","20","3","0.818181818181818","0.704225352112676"
"5236784","7707971","1202455.java","selected","7","15","1321014.java","selected","125","133","41","3","0.818181818181818","0.95959595959596"
"1229100","19389536","849403.java","selected","418","427","1896417.java","selected","27","35","41","3","0.75","0.829268292682927"
"853457","6234218","65107.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"413480","634190","50039.java","default","22","24","107006.java","default","20","22","20","3","0.8","0.970588235294118"
"20578109","23539531","1702294.java","selected","312","391","2397265.java","selected","391","463","41","3","0.896551724137931","0.937409024745269"
"193560","6234218","95950.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"128264","133838","51882.java","default","117","131","20708.java","default","71","84","30","3","0.8","0.903225806451613"
"891550","1668091","96188.java","default","185","196","410657.java","selected","38","49","7","3","0.714285714285714","0.868686868686869"
"946511","6494291","91574.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"13030","374432","55476.java","default","46","54","106331.java","default","83","91","39","3","0.888888888888889","0.981481481481482"
"216509","8182888","89783.java","default","16","22","615216.java","selected","349","356","41","3","0.7","0.903225806451613"
"28135","6494291","27366.java","default","13","17","1252896.java","selected","73","77","20","3","0.714285714285714","0.952380952380952"
"165762","550310","91569.java","default","19","135","1604.java","default","24","125","32","3","0.868217054263566","0.897940074906367"
"2746","6234218","85301.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"567927","8766039","130655.java","default","22","24","412096.java","selected","9","11","20","3","0.8","0.914285714285714"
"1612068","18712047","448380.java","selected","535","544","844874.java","selected","31","39","41","3","0.833333333333333","0.841463414634146"
"6328532","10637999","2742293.java","selected","166","176","1051350.java","selected","86","96","41","3","0.846153846153846","0.941747572815534"
"673502","11298700","69534.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"17467511","17621069","358857.java","selected","174","182","1791798.java","selected","24","32","13","3","0.7","0.826666666666667"
"17468722","19971357","2485419.java","selected","233","241","2636968.java","selected","424","433","41","3","0.833333333333333","0.841463414634146"
"12363968","15765308","127373.java","selected","412","421","737213.java","selected","189","200","24","3","0.833333333333333","0.604938271604938"
"454281","3989355","12172.java","default","13","17","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"21192","116074","74770.java","default","61","122","52894.java","default","61","117","36","3","0.753846153846154","0.792576419213974"
"561708","689989","137389.java","default","26","62","9437.java","default","25","66","32","3","0.761904761904762","0.846394984326019"
"207292","17331818","135130.java","default","22","24","256969.java","selected","16","18","20","3","0.8","0.942857142857143"
"927501","11298700","20528.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"330418","781484","41775.java","default","124","131","74079.java","default","216","223","39","3","0.888888888888889","0.981132075471698"
"718537","11298700","76337.java","default","13","17","1658863.java","selected","14","18","20","3","0.857142857142857","0.930232558139535"
"10946870","13841414","1087206.java","selected","149","159","612274.java","selected","89","98","23","3","0.818181818181818","0.876190476190476"
"1789231","1789233","2379660.java","selected","104","120","2379660.java","selected","140","156","14","3","0.777777777777778","0.881889763779528"
"1666041","4630754","2296687.java","selected","92","102","932718.java","selected","85","95","41","3","0.769230769230769","0.922330097087379"
"193053","6234218","40097.java","default","13","17","1859243.java","selected","12","16","20","3","0.857142857142857","0.952380952380952"
"99598","766640","121579.java","default","25","66","76347.java","default","26","62","32","3","0.761904761904762","0.846394984326019"
"307528","17331818","48270.java","default","22","24","256969.java","selected","16","18","20","3","0.8","0.942857142857143"
"3814208","3989355","2560904.java","selected","35","39","1544827.java","selected","32","36","20","3","0.857142857142857","0.930232558139535"
"539004","17663965","13934.java","default","96","104","2557108.java","selected","29","37","41","3","0.818181818181818","0.96969696969697"
